journal	year	corpus	n_matches	n_articles
Mnemosyne	1862	bekker	1	1
Mnemosyne	1862	stephanus	26	10
Mnemosyne	1873	ambiguous	13	4
Mnemosyne	1873	bekker	1	1
Mnemosyne	1873	homer	7	3
Mnemosyne	1873	stephanus	15	2
Mnemosyne	1874	ambiguous	13	7
Mnemosyne	1874	homer	1	1
Mnemosyne	1874	stephanus	9	8
Mnemosyne	1875	ambiguous	1	1
Mnemosyne	1875	homer	1	1
Mnemosyne	1875	stephanus	1	1
Mnemosyne	1876	ambiguous	5	2
Mnemosyne	1876	homer	1	1
Mnemosyne	1876	stephanus	10	3
Mnemosyne	1877	ambiguous	3	2
Mnemosyne	1877	homer	12	2
Mnemosyne	1877	stephanus	2	2
Mnemosyne	1878	ambiguous	4	4
Mnemosyne	1878	homer	5	4
Mnemosyne	1878	stephanus	4	2
Mnemosyne	1879	ambiguous	4	3
Mnemosyne	1879	homer	5	4
Mnemosyne	1879	stephanus	8	3
Mnemosyne	1880	ambiguous	16	11
Mnemosyne	1880	homer	1	1
Mnemosyne	1880	stephanus	24	11
Mnemosyne	1881	ambiguous	17	12
Mnemosyne	1881	homer	4	3
Mnemosyne	1881	stephanus	13	11
Mnemosyne	1882	ambiguous	8	6
Mnemosyne	1882	stephanus	9	9
Mnemosyne	1883	ambiguous	5	5
Mnemosyne	1883	bekker	1	1
Mnemosyne	1883	homer	9	3
Mnemosyne	1883	stephanus	9	7
Mnemosyne	1884	homer	10	2
Mnemosyne	1884	stephanus	3	3
Mnemosyne	1885	ambiguous	2	2
Mnemosyne	1885	homer	8	5
Mnemosyne	1886	ambiguous	3	2
Mnemosyne	1886	homer	8	6
Mnemosyne	1886	stephanus	35	2
Mnemosyne	1887	ambiguous	7	2
Mnemosyne	1887	bekker	18	1
Mnemosyne	1887	homer	8	4
Mnemosyne	1887	stephanus	3	2
Mnemosyne	1888	ambiguous	29	4
Mnemosyne	1888	bekker	4	1
Mnemosyne	1888	homer	10	5
Mnemosyne	1888	pindar	1	1
Mnemosyne	1888	stephanus	7	4
Mnemosyne	1889	ambiguous	6	3
Mnemosyne	1889	homer	27	8
Mnemosyne	1889	pindar	1	1
Mnemosyne	1889	stephanus	1	1
Mnemosyne	1890	ambiguous	12	7
Mnemosyne	1890	homer	36	7
Mnemosyne	1890	stephanus	10	6
Mnemosyne	1891	ambiguous	13	7
Mnemosyne	1891	homer	14	4
Mnemosyne	1891	stephanus	10	7
Mnemosyne	1892	ambiguous	10	4
Mnemosyne	1892	homer	43	8
Mnemosyne	1892	stephanus	8	4
Mnemosyne	1893	ambiguous	8	6
Mnemosyne	1893	homer	10	7
Mnemosyne	1893	stephanus	10	5
Mnemosyne	1894	ambiguous	5	3
Mnemosyne	1894	bekker	1	1
Mnemosyne	1894	homer	9	4
Mnemosyne	1894	stephanus	6	2
Mnemosyne	1895	ambiguous	34	4
Mnemosyne	1895	homer	15	7
Mnemosyne	1895	stephanus	1	1
Mnemosyne	1896	ambiguous	37	5
Mnemosyne	1896	bekker	3	2
Mnemosyne	1896	homer	12	3
Mnemosyne	1896	stephanus	20	2
Mnemosyne	1897	ambiguous	6	4
Mnemosyne	1897	homer	9	6
Mnemosyne	1897	stephanus	9	4
Mnemosyne	1898	ambiguous	4	3
Mnemosyne	1898	bekker	3	1
Mnemosyne	1898	homer	11	6
Mnemosyne	1899	ambiguous	1	1
Mnemosyne	1899	homer	22	6
Mnemosyne	1899	stephanus	4	2
Mnemosyne	1900	ambiguous	5	3
Mnemosyne	1900	homer	12	4
Mnemosyne	1900	stephanus	4	2
Mnemosyne	1901	ambiguous	1	1
Mnemosyne	1901	homer	8	6
Mnemosyne	1901	stephanus	3	2
Mnemosyne	1902	ambiguous	8	4
Mnemosyne	1902	homer	19	6
Mnemosyne	1902	stephanus	4	3
Mnemosyne	1903	ambiguous	12	4
Mnemosyne	1903	bekker	1	1
Mnemosyne	1903	homer	17	6
Mnemosyne	1903	stephanus	1	1
Mnemosyne	1904	ambiguous	59	3
Mnemosyne	1904	bekker	1	1
Mnemosyne	1904	homer	36	6
Mnemosyne	1905	ambiguous	7	5
Mnemosyne	1905	homer	28	6
Mnemosyne	1905	stephanus	5	3
Mnemosyne	1906	ambiguous	10	7
Mnemosyne	1906	homer	9	7
Mnemosyne	1906	stephanus	20	5
Mnemosyne	1907	ambiguous	36	6
Mnemosyne	1907	homer	35	5
Mnemosyne	1907	stephanus	65	4
Mnemosyne	1908	ambiguous	70	5
Mnemosyne	1908	homer	26	10
Mnemosyne	1908	pindar	2	1
Mnemosyne	1908	stephanus	194	4
Mnemosyne	1909	ambiguous	40	6
Mnemosyne	1909	homer	5	4
Mnemosyne	1909	pindar	2	2
Mnemosyne	1909	stephanus	102	8
Mnemosyne	1910	ambiguous	5	4
Mnemosyne	1910	homer	15	5
Mnemosyne	1910	stephanus	3	3
Mnemosyne	1911	homer	3	1
Mnemosyne	1911	stephanus	3	3
Mnemosyne	1912	ambiguous	1	1
Mnemosyne	1912	homer	19	4
Mnemosyne	1912	stephanus	8	5
Mnemosyne	1913	ambiguous	28	5
Mnemosyne	1913	homer	20	5
Mnemosyne	1913	stephanus	35	4
Mnemosyne	1914	ambiguous	70	6
Mnemosyne	1914	bekker	1	1
Mnemosyne	1914	homer	11	8
Mnemosyne	1914	stephanus	35	3
Mnemosyne	1915	ambiguous	45	5
Mnemosyne	1915	homer	22	3
Mnemosyne	1915	stephanus	51	4
Mnemosyne	1916	ambiguous	38	8
Mnemosyne	1916	homer	12	9
Mnemosyne	1916	stephanus	52	9
Mnemosyne	1917	ambiguous	30	5
Mnemosyne	1917	bekker	1	1
Mnemosyne	1917	homer	10	8
Mnemosyne	1917	stephanus	53	4
Mnemosyne	1918	ambiguous	9	4
Mnemosyne	1918	homer	27	13
Mnemosyne	1918	stephanus	13	5
Mnemosyne	1919	ambiguous	19	6
Mnemosyne	1919	homer	16	10
Mnemosyne	1919	stephanus	4	2
Mnemosyne	1920	ambiguous	9	4
Mnemosyne	1920	bekker	1	1
Mnemosyne	1920	homer	10	8
Mnemosyne	1920	stephanus	5	4
Mnemosyne	1921	ambiguous	2	1
Mnemosyne	1921	bekker	1	1
Mnemosyne	1921	homer	23	13
Mnemosyne	1921	stephanus	2	2
Mnemosyne	1922	ambiguous	5	4
Mnemosyne	1922	homer	18	13
Mnemosyne	1922	stephanus	3	2
Mnemosyne	1923	homer	13	5
Mnemosyne	1924	ambiguous	1	1
Mnemosyne	1924	bekker	1	1
Mnemosyne	1924	homer	57	7
Mnemosyne	1924	stephanus	4	4
Mnemosyne	1925	ambiguous	5	3
Mnemosyne	1925	bekker	2	2
Mnemosyne	1925	homer	18	10
Mnemosyne	1925	stephanus	123	4
Mnemosyne	1926	ambiguous	6	4
Mnemosyne	1926	bekker	14	4
Mnemosyne	1926	homer	23	11
Mnemosyne	1926	stephanus	63	4
Mnemosyne	1927	ambiguous	6	4
Mnemosyne	1927	bekker	1	1
Mnemosyne	1927	homer	14	8
Mnemosyne	1927	stephanus	14	1
Mnemosyne	1928	ambiguous	3	2
Mnemosyne	1928	homer	21	11
Mnemosyne	1928	stephanus	5	1
Mnemosyne	1929	ambiguous	12	3
Mnemosyne	1929	bekker	1	1
Mnemosyne	1929	homer	14	4
Mnemosyne	1929	stephanus	5	4
Mnemosyne	1930	ambiguous	8	5
Mnemosyne	1930	bekker	8	2
Mnemosyne	1930	homer	18	10
Mnemosyne	1930	stephanus	17	3
Mnemosyne	1931	ambiguous	4	2
Mnemosyne	1931	homer	7	3
Mnemosyne	1931	stephanus	1	1
Mnemosyne	1932	ambiguous	9	5
Mnemosyne	1932	bekker	7	2
Mnemosyne	1932	homer	32	8
Mnemosyne	1932	stephanus	2	2
Mnemosyne	1933	ambiguous	13	6
Mnemosyne	1933	homer	10	6
Mnemosyne	1933	stephanus	3	2
Mnemosyne	1935	ambiguous	8	4
Mnemosyne	1935	homer	5	3
Mnemosyne	1935	stephanus	5	3
Mnemosyne	1936	ambiguous	5	4
Mnemosyne	1936	homer	65	7
Mnemosyne	1936	stephanus	3	2
Mnemosyne	1937	ambiguous	13	6
Mnemosyne	1937	bekker	2	2
Mnemosyne	1937	homer	20	3
Mnemosyne	1937	stephanus	13	5
Mnemosyne	1938	ambiguous	68	14
Mnemosyne	1938	bekker	30	3
Mnemosyne	1938	homer	11	5
Mnemosyne	1938	stephanus	64	9
Mnemosyne	1939	ambiguous	5	2
Mnemosyne	1939	homer	1	1
Mnemosyne	1939	stephanus	2	2
Mnemosyne	1940	ambiguous	116	9
Mnemosyne	1940	bekker	7	1
Mnemosyne	1940	homer	3	3
Mnemosyne	1940	stephanus	5	4
Mnemosyne	1941	ambiguous	21	8
Mnemosyne	1941	bekker	5	4
Mnemosyne	1941	homer	4	4
Mnemosyne	1941	stephanus	8	6
Mnemosyne	1942	ambiguous	35	4
Mnemosyne	1942	bekker	2	2
Mnemosyne	1942	homer	9	5
Mnemosyne	1942	stephanus	4	3
Mnemosyne	1943	ambiguous	74	10
Mnemosyne	1943	bekker	9	3
Mnemosyne	1943	homer	15	5
Mnemosyne	1943	stephanus	40	7
Mnemosyne	1944	ambiguous	69	6
Mnemosyne	1944	bekker	2	2
Mnemosyne	1944	homer	14	3
Mnemosyne	1944	stephanus	67	5
Mnemosyne	1945	ambiguous	1	1
Mnemosyne	1945	bekker	95	1
Mnemosyne	1945	homer	1	1
Mnemosyne	1945	stephanus	3	3
Mnemosyne	1947	ambiguous	48	6
Mnemosyne	1947	bekker	26	2
Mnemosyne	1947	homer	6	2
Mnemosyne	1947	stephanus	7	4
Mnemosyne	1948	ambiguous	25	9
Mnemosyne	1948	stephanus	9	7
Mnemosyne	1949	ambiguous	46	12
Mnemosyne	1949	bekker	18	4
Mnemosyne	1949	homer	12	6
Mnemosyne	1949	stephanus	12	6
Mnemosyne	1950	ambiguous	49	17
Mnemosyne	1950	bekker	9	1
Mnemosyne	1950	homer	10	5
Mnemosyne	1950	stephanus	21	11
Mnemosyne	1951	ambiguous	49	13
Mnemosyne	1951	bekker	24	1
Mnemosyne	1951	homer	4	3
Mnemosyne	1951	stephanus	18	11
Mnemosyne	1952	ambiguous	39	16
Mnemosyne	1952	bekker	2	1
Mnemosyne	1952	homer	9	7
Mnemosyne	1952	stephanus	20	6
Mnemosyne	1953	ambiguous	46	23
Mnemosyne	1953	homer	9	7
Mnemosyne	1953	pindar	1	1
Mnemosyne	1953	stephanus	58	14
Mnemosyne	1954	ambiguous	31	12
Mnemosyne	1954	bekker	13	5
Mnemosyne	1954	homer	6	6
Mnemosyne	1954	stephanus	19	9
Mnemosyne	1955	ambiguous	73	18
Mnemosyne	1955	bekker	3	1
Mnemosyne	1955	homer	7	6
Mnemosyne	1955	stephanus	114	15
Mnemosyne	1956	ambiguous	58	24
Mnemosyne	1956	bekker	33	3
Mnemosyne	1956	homer	14	12
Mnemosyne	1956	stephanus	42	17
Mnemosyne	1957	ambiguous	26	11
Mnemosyne	1957	homer	5	5
Mnemosyne	1957	stephanus	5	3
Mnemosyne	1958	ambiguous	356	13
Mnemosyne	1958	bekker	4	2
Mnemosyne	1958	homer	10	9
Mnemosyne	1958	stephanus	306	7
Mnemosyne	1959	ambiguous	26	12
Mnemosyne	1959	bekker	1	1
Mnemosyne	1959	homer	9	8
Mnemosyne	1959	stephanus	16	8
Mnemosyne	1960	ambiguous	20	11
Mnemosyne	1960	bekker	8	5
Mnemosyne	1960	homer	1	1
Mnemosyne	1960	stephanus	20	13
Mnemosyne	1961	ambiguous	66	22
Mnemosyne	1961	bekker	1	1
Mnemosyne	1961	homer	12	10
Mnemosyne	1961	stephanus	44	12
Mnemosyne	1962	ambiguous	49	29
Mnemosyne	1962	bekker	8	4
Mnemosyne	1962	homer	7	4
Mnemosyne	1962	pindar	1	1
Mnemosyne	1962	stephanus	38	15
Mnemosyne	1963	ambiguous	80	15
Mnemosyne	1963	bekker	1	1
Mnemosyne	1963	homer	16	7
Mnemosyne	1963	stephanus	86	18
Mnemosyne	1964	ambiguous	112	25
Mnemosyne	1964	bekker	24	7
Mnemosyne	1964	homer	6	4
Mnemosyne	1964	stephanus	103	18
Mnemosyne	1965	ambiguous	49	21
Mnemosyne	1965	bekker	3	2
Mnemosyne	1965	homer	10	8
Mnemosyne	1965	nt	1	1
Mnemosyne	1965	stephanus	22	15
Mnemosyne	1966	ambiguous	42	22
Mnemosyne	1966	bekker	1	1
Mnemosyne	1966	homer	6	3
Mnemosyne	1966	stephanus	36	18
Mnemosyne	1967	ambiguous	41	25
Mnemosyne	1967	bekker	3	3
Mnemosyne	1967	homer	21	10
Mnemosyne	1967	stephanus	19	13
Mnemosyne	1968	ambiguous	16	13
Mnemosyne	1968	bekker	3	2
Mnemosyne	1968	homer	10	6
Mnemosyne	1968	stephanus	9	7
Mnemosyne	1969	ambiguous	70	16
Mnemosyne	1969	bekker	5	2
Mnemosyne	1969	homer	8	7
Mnemosyne	1969	stephanus	67	12
Mnemosyne	1970	ambiguous	34	13
Mnemosyne	1970	bekker	2	2
Mnemosyne	1970	homer	3	3
Mnemosyne	1970	stephanus	12	9
Mnemosyne	1971	ambiguous	19	14
Mnemosyne	1971	bekker	1	1
Mnemosyne	1971	homer	38	11
Mnemosyne	1971	stephanus	15	11
Mnemosyne	1972	ambiguous	18	14
Mnemosyne	1972	bekker	2	1
Mnemosyne	1972	homer	24	14
Mnemosyne	1972	stephanus	7	7
Mnemosyne	1973	ambiguous	21	12
Mnemosyne	1973	bekker	8	3
Mnemosyne	1973	homer	13	11
Mnemosyne	1973	stephanus	9	7
Mnemosyne	1974	ambiguous	18	11
Mnemosyne	1974	bekker	1	1
Mnemosyne	1974	homer	18	11
Mnemosyne	1974	stephanus	15	6
Mnemosyne	1975	ambiguous	65	7
Mnemosyne	1975	bekker	6	4
Mnemosyne	1975	homer	22	11
Mnemosyne	1975	stephanus	25	9
Mnemosyne	1976	ambiguous	13	7
Mnemosyne	1976	bekker	4	2
Mnemosyne	1976	homer	24	13
Mnemosyne	1976	stephanus	15	8
Mnemosyne	1977	ambiguous	13	10
Mnemosyne	1977	bekker	3	3
Mnemosyne	1977	homer	23	10
Mnemosyne	1977	stephanus	8	6
Mnemosyne	1978	ambiguous	29	10
Mnemosyne	1978	bekker	2	2
Mnemosyne	1978	homer	17	13
Mnemosyne	1978	stephanus	7	3
Mnemosyne	1979	ambiguous	25	9
Mnemosyne	1979	bekker	3	3
Mnemosyne	1979	homer	16	9
Mnemosyne	1979	pindar	4	1
Mnemosyne	1979	stephanus	7	4
Mnemosyne	1980	ambiguous	58	11
Mnemosyne	1980	bekker	5	5
Mnemosyne	1980	homer	55	9
Mnemosyne	1980	stephanus	23	6
Mnemosyne	1981	ambiguous	20	9
Mnemosyne	1981	bekker	1	1
Mnemosyne	1981	homer	32	11
Mnemosyne	1981	stephanus	11	6
Mnemosyne	1982	ambiguous	33	16
Mnemosyne	1982	bekker	2	1
Mnemosyne	1982	homer	12	6
Mnemosyne	1982	stephanus	6	5
Mnemosyne	1983	ambiguous	41	14
Mnemosyne	1983	bekker	4	3
Mnemosyne	1983	homer	98	17
Mnemosyne	1983	pindar	2	1
Mnemosyne	1983	stephanus	33	12
Mnemosyne	1984	ambiguous	44	13
Mnemosyne	1984	bekker	6	4
Mnemosyne	1984	homer	20	6
Mnemosyne	1984	pindar	1	1
Mnemosyne	1984	stephanus	20	11
Mnemosyne	1985	ambiguous	19	8
Mnemosyne	1985	bekker	2	2
Mnemosyne	1985	homer	11	7
Mnemosyne	1985	nt	6	1
Mnemosyne	1985	stephanus	8	5
Mnemosyne	1986	ambiguous	149	19
Mnemosyne	1986	bekker	13	5
Mnemosyne	1986	homer	113	14
Mnemosyne	1986	pindar	2	2
Mnemosyne	1986	stephanus	116	12
Mnemosyne	1987	ambiguous	137	16
Mnemosyne	1987	bekker	25	5
Mnemosyne	1987	homer	34	8
Mnemosyne	1987	stephanus	72	15
Mnemosyne	1988	ambiguous	131	18
Mnemosyne	1988	bekker	11	7
Mnemosyne	1988	homer	30	12
Mnemosyne	1988	pindar	3	3
Mnemosyne	1988	stephanus	105	10
Mnemosyne	1989	ambiguous	110	23
Mnemosyne	1989	bekker	36	10
Mnemosyne	1989	homer	36	10
Mnemosyne	1989	stephanus	109	15
Mnemosyne	1990	ambiguous	227	20
Mnemosyne	1990	bekker	3	2
Mnemosyne	1990	homer	9	7
Mnemosyne	1990	nt	2	2
Mnemosyne	1990	pindar	2	1
Mnemosyne	1990	stephanus	294	14
Mnemosyne	1991	ambiguous	73	17
Mnemosyne	1991	bekker	4	4
Mnemosyne	1991	homer	29	9
Mnemosyne	1991	pindar	2	1
Mnemosyne	1991	stephanus	55	7
Mnemosyne	1992	ambiguous	172	18
Mnemosyne	1992	bekker	16	6
Mnemosyne	1992	homer	47	14
Mnemosyne	1992	stephanus	128	15
Mnemosyne	1993	ambiguous	219	20
Mnemosyne	1993	bekker	65	8
Mnemosyne	1993	homer	21	8
Mnemosyne	1993	pindar	5	4
Mnemosyne	1993	stephanus	121	15
Mnemosyne	1994	ambiguous	137	30
Mnemosyne	1994	bekker	20	9
Mnemosyne	1994	homer	15	11
Mnemosyne	1994	pindar	3	1
Mnemosyne	1994	stephanus	121	18
Mnemosyne	1995	ambiguous	276	20
Mnemosyne	1995	bekker	86	8
Mnemosyne	1995	homer	82	14
Mnemosyne	1995	pindar	1	1
